twitts,sentiment
at this skatepark in a mall in georgia this is lame,0
marialkanellis i am very jealousi live in the country miles away from a beach,0
hey biggie biggie lol i had a sudden urge to be in the mustang,1
started to congratulate all my relativemoms only to find out that mothers day is actually next sunday,1
listening to mitchel musso and making a bday present,1
bbwpornawards thank you so much,1
i am back on twitter just had an amazing week on the andaman islands,1
savin cds for later not enough time right now,0
misskatiejonas none i have to pay how does miley world going,0
why are these homework so hard but have to do it so that i can read breaking dawn,1
doh you know what i am talking about,0
wimbledon it was horrible to watch poor anne,0
mrallenakaneo its 30 away and i havent gotten any new followers since fridayguess thats what i get for shuttin my damn mouth,0
jpiasentin did you get my retarded message how has the tangerine been treating you,0
inaheart bpd awareness monthhmm,1
juicyjones oh i just found out that the church played at triple door last night,0
martin officially is at his new home it was so sad i will miss you you big dummy,0
lionessblack yogurts one of those things that keeps as long as the foil top is not thistended you can still eat it wo fear of death,1
chrisbrogan i will see you at fuse but i am working tomorrow sad to miss all the fun,0
indieicing we design with squarespace alot and i also use it for my personal blog awesome platform get your free trial and play,1
tweetie i will buy tweetie for mac as soon as you give me the option to not show the dock icon,1
has new music in her mailbox as a thank you to yesterdays gooey chocolate cake,1
anniecoupland youre just such an easy target,1
alarm clock 404 am jesse not found,0
i am running out of money,0
cohen_sydney is he on twitter i know problogger he is into photography runs also popular photography blog too,1
martinhiggins although i should have done maths to alevel i think i should be ok though,0
i am so done ack,0
sega cannot you have a giveaway for just me waah,0
off to lunch outdoors,1
dizzygurl i am going back to saga hanna so much to tell let us talk soon,1
alomax drive safe sounds like you had a great time,1
kinkyloco abaa your twittering and you dint even tell me huhuhu,0
just seen the fail whale for the first time in ages,0
suecsmith i was in the building and came by to see if you were there today but i could not find you,0
30stm_denalie i am great luckily today is holiday how about you echelonday echelonday echelonday echelonday echelonday,1
me and karen bringing a bit of summer to the office,1
my phone is gone being phoneless is the worst this temporary one is a piece any suggestions on what kind of phone i should buy,0
i am getting ythe slightlest inkling of a sore throat and i have ulcers in my mouth methinks im getting sickly,0
is bored and lonelyso im playing ghost busters on the wii i need a life,0
the old guy tanning in a speedo has made this park a little less adorable,0
susanffvk well i am sure that will be just fine i am thinking i need to go shopping for some new cute aprons,1
cookleta even let me cheat lol it was a clean gamewonder at wht thing he is mad at her for lol,0
librantyger hugs appreciated,1
apparently in the 32nd century people will be saying hang in there brother,1
tinaseina75 nope no uk tour dates so unless they add some jks contest is the only chance i am going to get,0
ok2baprincess hehe i feel i am fading like a flower,1
chadmichmurray i think that sounds like an end to the show that helped me get through high school not cool we will miss u,0
deafmuslim oh kewl what are you gonna go see ive been wanting so bad to see star trek or some new bollywood movie but im broken,0
tonikaras hello how are you today or this morning i have to say if youre still in the us wish you and the kids a great day,1
hi pptheblog i wrote a bunch of twitter tips including one on hashtags at enjoy,1
i am sick is not that the coolest thing in the world yay not really,0
neilyc no its definitely not there,0
theonelove sounds great i will check into invisible children it is a name that keeps popping up around me,1
my head hurts soo bad make it go away,0
dark_fairydust i know youdeari heard mcrs secrutiy bigworm has samething with ubut his granddadhe said his tweeter,0
about to go to whole foods,1
is going to the orthodontist tomorrow ugh,0
off to the apple need a drink getting fed up with revision,0
noisypinkbubble lol i think youll find that is a van gough but sympathy anyway xx,1
with my babygirlss no homo hahaa,1
leenkwan haha edz is too lame d i dunno wat to say im so tempted to get another bunny they are too cute go check your email babe,1
rachelferrucci dating myself here remember the transparent purple singles,1
thiscovering i have more friends than i thought how cheering,1
mandyyjirouxx that is so true but remember yours and mileys doot da doo lifes good xoxo,1
suzysmiles mwah indeed nuff55 is out for a few hours so youll have to put up with my boring company instead,0
goodness annuhmango i tried to sleep in but my daddy kept waking me up,0
ludajuice did it hurt like hell i gotta get mine out too cause i am now biting a hole in my cheek,0
i do not enjoy finance work on the weekend i feel like i just cannot catch up with life sometimes i am not my ma in laws bday party,0
madamebink hoping bink is ok,0
loserkid745 lol who you tellin curls still curly i am still sittin pretty,1
jolly_fella hindi ako pasaway ang bait ko nga eh ever supportive sa joepet loveteam inalagaan namin si pet while youre gone,1
saw this on a walk the other day there were chalk arrows all alongside the river towards it,1
kristinarosexx omgahh does anthony rosano have a myspace twitter or anything i dont really find alot of scenes with him,0
jz got home from supers hauzi rili love fudtrippin wd my super duper great friendz last nyt sa uulitin,1
catie and kaila r comin over,1
frogst thaanks,1
i missed going to local gigs fun times,1
looneybgd uu pa ti imaï½ too wow treasure it my friend,1
body seems to be awake but my eyes are fighting to close againlol atl here we come so kristin knows not thinks she can dance,1
a little girl just made me a shell necklace on the demo,1
annamro yeah got my dates mixed up they are in brissie on wed,1
i am so happy and i do not know why,1
just did my english exam geography in a hour,0
call my saynow fanline at 2069733079 and i just might call you back dont believe me gimme a ring,1
i am up at 230 am but my baby is sick and he needed me,0
tashiabacker ahahaha yeahh this is starting to get a bit strange now i cant wait til the new film comes outt,1
63009 american idol tryouts in la not coming to hawaii this time around la is the closest they are gonna get time to go to la hi,0
argh i have to go to a public health and environmental resource protection forum tomorrow i am dreading the fake hellos already,0
making my strong man stamina bamma wuk gyal hard and long juice,1
almost in new york city,1
back to work also waiting for dinner with turkturk,1
lean cuisine pizza is not as good as bbq chicken pizza,0
all quite here so far today good sign everything must be working fine dont you love support contracts,1
itshwood preciate the luv homie,1
iamdesign perfect combo to start the day,1
itgirlserena aww your so lucky i wish i could go to all of those places to shop,0
